name;presentation;année de création;Chiffre d’affaires;Collaborateurs;siége;Activité;website;twitter;facebook;linkedin;skills 
COMPLEO TECHNOLOGIES;"Compleo Technologie, Cabinet de conseil IT
Nos domaines d'expertises dans le cadre des projets de transformation digital et d'applications métiers
- Solution Microsoft
- Solution Cloud
- Solution Data";;;20 - 99;Boulogne-Billancourt, Île-de-France;ESN;https://compleotech.net/;;;;
Onyx-Conseil;"Onyx Conseil est un collectif de professionnels passionnés du monde de l’IT. Réunis autour d’un objectif commun, notre mission est d’accompagner nos clients dans la réalisation et la réussite de leur projet de transformation digitale.

Notre ESN se spécialise dans plusieurs secteurs d’activité :

Les banques
Les assurances
L’Energie
Les industries

Pour nos clients, nous visons la qualité, l‘innovation et l’accompagnement. Notre équipe de professionnels à l’écoute et réactive, allie savoir être, rigueur et expertise pour assurer la réussite des projets les plus complexes de nos clients.";;;< 20;Puteaux, Île-de-France;ESN;https://www.onyx-conseil.com/;;;https://www.linkedin.com/company/onyxconseilfrance;
WISSAL GROUP;"10 ans d’existence font de WISSAL GROUP une structure bien solide sur les métiers IT.

Nous accompagnons nos clients sur des missions de pilotage de projets stratégiques et d’optimisation de la performance opérationnelle.

Nous sommes un collectif de professionnels passionnés, réunis autour d'un projet d'entreprise qui vise à réinventer la notion de conseil et de service en mettant l'humain au cœur du projet.

Notre devise : Expertise, enthousiasme, proximité et transparence.

Avec nos agences nous avons une forte capacité d'adaptation et de réactivité afin d'aider nos clients à être plus performants, plus rapides et plus innovants.";2010;;20 - 99;Saint-Ouen-sur-Seine, Île-de-France;ESN;https://wissal-group.com/;;;;
ENOV-IT;"Fondée en 2018, Enov-IT est une plateforme proposant des services autour du recrutement, de la formation et du conseil. 

Notre ADN s'articule autour des caractéristiques suivantes : 
Agilité & Flexibilité =Mise en place d’un processus de recrutement simple  rapide et sur mesure
Qualité = Propositions en adéquation avec la demande
Disponibilité = Rapidité des retours sur les dossiers
Suivi  = Continuité de la relation suite au placement 

Notre but est de faciliter le processus du recrutement aussi bien pour nos clients que nos consultants. 

Nous avons également une plateforme de portage salariale du nom de Melting Pot. Celle ci a pour vocation de facilité la gestion administrative des consultants en freelance.";;;< 20;Rueil-Malmaison, Île-de-France;Cabinet de recrutement / placement;https://enov-it-consulting.com/;;;https://www.linkedin.com/company/30619925;
Happy Hire;"Happy Hire accompagne les entreprises dans le recrutement de leurs équipes Tech.

Une plateforme de recrutement simple et une équipe de Tech Recruiter qui vous garantissent :

・Une sélection de candidats pertinents
・Des profils disponibles en CDI, Freelance et RPO
・Des process optimisés

Un recrutement personnalisé, pertinent et simplifié :

・Aller à l’essentiel : stacks, projets, valeurs, environnement de travail, équipe et rémunération
・Une équipe de Tech Recruiter présents sur l’ensemble des process
・Garantie sans sur-sollicitation avec des projets qui répondent aux attentes de nos candidats

Les bonnes compétences, au bon moment, pour le bon projet :

Depuis 2019, nous accompagnons la croissance de nos clients startups, scaleups & grands comptes (Décathlon, Kering, ManoMano, Ledger, Doctolib, Deezer, Prestashop…) grâce au recrutement des profils les plus adaptés à leurs besoins.";2019;;< 20;Paris, France;Cabinet de recrutement / placement;https://www.happy-hire.com/;;;https://www.linkedin.com/company/happy-hire/;
Iliade Consulting;"Cabinet de conseil en solution informatique, Iliade Consulting s'est imposé comme le leader dans l'intégration de solution ERP dans l'énergie.

Nous sommes spécialisés sur les SI de gestion de la clientèle. Nous intervenons de l’amont (pricing, cycle de vente multicanal…) à l’aval (relation client, facturation, recouvrement et SAV). Depuis l’ouverture du marché de l’énergie, nous accompagnons les énergéticiens dans le développement de leurs offres énergies et de services. 

Nous avons développé un savoir-faire pointu sur les solutions SAP et Opencell. Nous sommes spécialisés sur les solutions pour la relation clientèle (SAP CRM et SAP Hybris), pour les métiers de l’énergie (SAP for Utilities) et pour les activités de facturation et recouvrement (S/4 HANA et Opencell). Nous avons développé une expertise sur ce marché (réglementation, processus métier etc.)

Depuis 2021, une nouvelle offre a été lancée, l'offre Odyssée. 

Odyssée apporte son expertise à chaque étape de vos projets IT: cadrage, conception, suivi d’implémentation et conduite du changement, jusqu’au support de production final.

Spécialisés dans les activités d’Assistance à Maîtrise d’Ouvrage et éprouvés aux méthodes agiles, nous intervenons en véritable trait d’union entre les équipes métier et les équipes techniques. Notre objectif : vous permettre de réussir vos projets IT dans des contextes de plus en plus complexes et changeants.

Fortes de leur esprit d’entreprise et de leur ouverture d’esprit, nos équipes sont le moteur des missions qui leur sont confiées, les menant à leur terme tout en apportant une expérience de travail positive et collaborative.

Dans le cadre de cette offre nous recherchons donc des profils de Product Owner, Business Analyst, Quality Analyst, SCRUM Master, UX Designer et Chef de Projet.";2004;;100 - 249;Paris, France;Cabinet de conseil;https://www.iliadeconsulting.com/;;;https://www.linkedin.com/company/iliade-consulting;API, Cybersécurité, Digital, MOA, salesforce, CRM, Scrum, ERP, UML, Polyvalence, Business Analyst, Salesforce Sales Cloud
IENA;"IENA, cabinet de conseil spécialisé en pilotage de la performance doté d'une double expertise fonctionnelle Contrôle de Gestion et technologique sur IBM Planning Analytics. 
Nous intervenons sur toues les phases d'un projet de mise en place d'une solution de prévision/élaboration budgétaire/simulation et de reporting : AMOA/Aide à la rédaction de cahier des charges, aide aux choix de solutions, MOE, Formation, Expertise technique/Installation/Optimisation, Tierce Maintenance Applicative.";2006;9 M€;20 - 99;Puteaux, Île-de-France;Cabinet de conseil;https://www.iena.com/;;;https://www.linkedin.com/company/iena/mycompany/;MDX, business, workflow, Produit minimum viable (MVP), Preuve de concept (POC), alteryx, SGBDR, Microsoft SSIS, Business Analysis, Logstash, ressources humaines, OPEX, CAPEX, elasticsearch, kibana, Microsoft Excel, Data analysis, Data Warehouse, Installation, Cognos, Data Visualisation, SLA, IBM Cloud, Planification, Data management, SAP BW, Transformation digitale, VBScript, Change management, R (langage)
Holimeet;"A mi-chemin entre l'ESN et l'incubateur, Timtek rassemble une communauté de développeur sur Lyon et Paris

Développement : Java, PHP, .Net, C#, Javascript, Angular, Vue, Node, React,Springboot etc
Data : Business Intelligence, Data science, Big Data, Data Analyst, Data Engineer
Infrastructure : Devops, Architecture, Administrateurs Systèmes & Réseaux";2019;;< 20;Lyon, Auvergne-Rhône-Alpes;Cabinet de conseil;https://tim-tek.com/;;;;
DAVIDSON CONSULTING;"Créée en 2005, Davidson est une société de conseil en management et expertise technologique.
Nous sommes présents dans 8 pays répartis en Europe, aux Émirats Arabes Unis et en Amérique du Nord.

En 2019, Davidson c’est :

2900 salariés
275 millions d’euros de chiffre d’affaires…
 

STOOOOOOOOOOOOP!

 

Et si on laissait de côté les discours préformatés pour parler des VRAIES raisons de nous rejoindre !
Davidson c’est avant tout un projet d’entreprise où il fait bon vivre grâce à des fondamentaux qui structurent notre action au quotidien :

Être sérieux sans se prendre au sérieux,
Construire une entreprise horizontale,
Développer la créativité et la prise d’initiatives,
Favoriser l’inspiration plutôt que la gouvernance.
 

Après quatre années au palmarès des Best Workplace, Davidson a décidé d’aller encore plus loin dans ses engagements ! Elle est devenue la première société française (de +2000 collaborateurs) et l’unique société de conseil en technologie et en management à devenir une B-Corp, et rejoint donc le club des entreprises qui ne veulent pas être les meilleures du monde, mais les meilleures POUR le monde.";;;100 - 249;Boulogne-Billancourt, Île-de-France;ESN;https://www.davidson.fr/;;;;
GRUTHER;"GRUTHER offre des services taillés sur mesure pour ses clients en fonction de leur secteur d’activité.
Ainsi, notre offre axée sur le conseil, les services technologiques et la formation des collaborateurs nous permet d’accompagner les directions des systèmes d’information dans leurs projets de transformation
de bout en bout.";;;< 20;Paris, France;ESN;https://www.gruther.fr;;;;
HELPLINE;"Et si vous choisissiez plus qu’un simple job ?
Entreprise française des Services du Numérique (ESN), HELPLINE accompagne depuis 27 ans les directions informatiques et métiers dans leurs projets de transformation autour des nouveaux usages et outils numériques. La société affiche une croissance régulière (165 M€ en 2020) grâce à 3000 spécialistes qui opèrent à travers l’Europe (13 implantations en Allemagne, Belgique, France, Italie, Roumanie, Tunisie).
Chez HELPLINE, nous donnons du sens et de la valeur à votre mission et à vos compétences. Notre réussite est avant tout celle de nos équipes : notre culture d’entreprise repose sur l’intelligence collective, l’innovation et l’esprit entrepreneurial.
Ces informations résonnent en vous ? Rejoignez-nous !

• Site carrières : https://helpline.jobs.net/fr-FR/ 
• Retrouvez toutes nos références client sur ce lien : https://www.helpline.fr/nos-references-clients 
• Offre globale : Infogérance, Service Desk, Proximité, Gestion de Parc, Administration, Supervision, Conseils et projets infrastructures, Ingénierie & maintenance évolutives, Support Solutions Editeurs, Support fonctionnel
• Les marques chez HELPLINE : ExperTeam (ingénierie poste de travail), SeeQualis (Digitalisation processus métiers), myConnectedCompany (Sublimer l’expérience utilisateur) et notre centre de logistique basé à Tremblay)

myConnectedCompany® est au service des entreprises les plus exigeantes.
Avec pour mission de sublimer l’expérience utilisateur, nous proposons des services VIP, produits et expertises IT pour répondre aux nouveaux besoins des entreprises 2.0.
De l’intégration à l’appropriation des outils numériques, myConnectedCompany accompagne les entreprises dans leur démarche d’optimisation de l’environnement technologique.
Nos services et produits contribuent à la qualité de vie au travail, à la performance des équipes et à l’attractivité de la marque employeur.";1994;;> 1 000;Nanterre, Île-de-France;ESN;https://helpline.jobs.net/;;;https://www.linkedin.com/company/helpline/mycompan;
Harry Hope;Harry Hope, cabinet de recrutement accompagne candidats et entreprises dans leurs recherches des meilleures opportunités en France et à l'international. Afin de mieux répondre à vos enjeux, tous nos consultants sont spécialisés par secteur d'activité et zone géographique.;;;100 - 249;Nancy, Grand Est;Cabinet de recrutement / placement;https://www.harry-hope.com/;;;https://www.linkedin.com/company/harry-hope/mycomp;
FULSTAC;"Société FULSTAC spécialisée dans le conseil bancaire à Paris
Maîtrise d'ouvrage & Maîtrise d'oeuvre & Gestion de projet

Domaines fonctionnels :
Relation client : Segmentation comportementale, détéction d'événement en temps réel..
Conformité ( Fraude / LAB / LAT, KYC ) Détection de mouvements anormaux, de déclarations frauduleuses, de phising..
Risques : Opérationnel, Marché, Crédit - Production réglementaire en temps réel, gestion des risques, assurance..
Marché Financier : Analyse prédictive de l'évolution des marchés, corrélation entre e-réputation et cours de l'action.. 
DSI : Amélioration de la qualité de service, analyse des dysfonctionnements, incidents, KPI, traitements, reportings";;;100 - 249;Paris, France;ESN;https://www.fulstac.com;;;;
Atlanse;"Notre expertise est organisée autour de 12 grandes practices permettant d’accompagner nos clients issus de secteurs très différents dans la transformation de leur métier.
ATLANSE est un groupe international de conseil et d’ingénierie spécialisé en optimisation des performances du système informatique.
Acteur majeur de la transformation digitale, ATLANSE possède un réel savoir-faire au service de ses clients dans les secteurs banque, assurance, télécommunications, industrie, services, énergie, et dans l’administration.
ATLANSE accompagne ses clients dans la définition de leurs besoins fonctionnels et techniques, dans la mutation de leurs environnements technologiques et dans la réalisation de leurs projets informatiques. Le Groupe emploie près de 500 collaborateurs dans le monde et réalise un chiffre d’affaires de 52 M€ CA consolidé.";2017;;250 - 999;Boulogne-Billancourt, Île-de-France;ESN;https://atlanse.fr/;;;;
INNOVEN;"INNOVEN se positionne sur le marché de l'informatique et du numérique en tant que Bureau d'études techniques d'ingénieurs-conseils. 


Nous travaillons avec certains interlocuteurs depuis plus de 20 ans. 

Notre sentiment profond réside dans la conviction que la réussite d'un projet est basée sur la qualité de la relation humaine qui unit chaque client au collaborateur. 


Nous nous engageons auprès de chacun de nos clients comme nous nous engageons auprès de chacun de nos collaborateurs. Cet engagement repose sur l'écoute et le respect de nos convictions, en alliant professionnalisme et proximité. 

Notre objectif 

Rompre avec les stratégies traditionnelles des ESN basées sur la rentabilité et la  réduction des coûts afin de proposer des services alliant excellence et proximité.";;;20 - 99;Charenton-le-Pont, Île-de-France;ESN;https://www.innoven.fr;;;;
A2S EXPERT;"A2S Expert est une jeune ESN (Entreprise de Services du Numérique, anciennement SSII) en plein développement spécialisée en Infogérance et Infrastructure. A2S Expert met à disposition tous les outils et ressources informatiques à la disposition des PME/PMI.

Nous pouvons construire ou reconstruire avec vous, votre support informatique de demain en appliquant différentes méthodes (ITIL, AGILE).

A2S Expert c'est une expertise sur :

Service Helpdesk
Support Infogérance
Infrastructure Système et Réseau
Sécurité";;;< 20;Épinay-sur-Orge, Île-de-France;ESN;https://a2sexpert.com;;;;
Skystacks;"ESN spécialisée dans les technologies Cloud Computing ,Big Data et l'info gérance 
Tous nos consultants sont Certifiés par au moins un provider .
Tous nos consultants sont supportés quotidiennement par des Experts via une messagerie internes";2018;;20 - 99;Paris, France;ESN;https://www.skystacks.fr;;;;Azure, BI, Big Data, Business Intelligence, Cloud, Data science, Deep Learning, DevOps, AWS Cloud
SKYLLIT;"De nombreuses années d’expériences au sein de moyens et de grands groupes ont permis d’acquérir d’importantes responsabilités sur de multiples projets nationaux et internationaux. 
SKYLLIT se positionne aujourd’hui sur des postes axés sur les technologies de l’information dans les infrastructures ou les applications métiers avec rigueur et succès";2020;;20 - 99;Neuilly-sur-Seine, Île-de-France;ESN;https://www.skyllit.fr;;;;
AXENCIA GROUP;"AXENCIA GROUP est une Entreprise de Service Numérique (ESN) opérant sur les nouvelles technologies qui accompagne ses clients dans toutes les étapes du cycle de l’innovation.

Notre vocation est de permettre à nos clients de concevoir, développer et lancer de nouveaux produits et services dans des conditions optimales et d’augmenter ainsi la performance de l’entreprise à travers l’amélioration de ses systèmes d’informations.

Notre rôle est ainsi de se positionner vis-à-vis de nos clients comme un véritable partenaire, accélérateur de performances, sur la globalité de leurs projets depuis les phases de conseil à l’implémentation de la technologie.

Notre ambition est de s’imposer à terme comme un acteur de référence dans le monde du conseil en innovation en développant toujours notre modèle vers davantage de valeur dans la relation de confiance établie avec nos clients.

Acteur de l’innovation et de la performance des directions informatiques des grandes entreprises, AXENCIA GROUP exerce ses métiers en conjuguant excellence, professionnalisme et proximité.";2014;;< 20;La Garenne-Colombes, Île-de-France;ESN;https://www.axencia-group.eu;;;;
WINSIDE Technology;Winside est une Entreprise de Services du Numérique. Notre valeur ajoutée réside dans notre appréhension des nouveaux enjeux de la digitalisation, dans la recherche continue de nouvelles technologies et méthodes. Winside vous apporte des solutions adaptées à chacun de vos besoins et ambitions tout au long de vos projets.;2020;;20 - 99;Paris, France;Cabinet de conseil;https://www.winside.fr;;;;
Tritux France;"Tritux est une Entreprise de Services Numériques à taille humaine s’appuyant  sur deux axes forts : la satisfaction de ses clients et l’épanouissement de ses collaborateurs.

Nous conseillons les entreprises et les administrations, en les  accompagnants et mettant en œuvre leurs projets de transformation digital en France.

Notre entreprise est spécialisée dans l’ingénierie/ développement, le conseil, l’externalisation, infogérance, et l’assistance à tous les 
niveaux.";;;20 - 99;Paris, France;ESN;https://www.tritux.fr/?msclkid=3bce79b4c60411ec9a9;;;https://www.linkedin.com/in/recrutement-trituxgrp/;
TOHTEM IT;"TOHTEM, société d’ingénierie, depuis 20 ans, met au cœur de sa politique l’innovation comme un élément central de sa stratégie.

Acteur reconnu sur le marché de l’ingénierie de produits innovants, TOHTEM déploie une approche innovante aussi pour son modèle de management. Ainsi, qu’ils soient impliqués sur des projets au sein de notre bureau d’études ou dans les centres R&D de nos clients, en tant que consultants, nos collaborateurs(trices) sont partie intégrante de notre projet d’entreprise.

S’inscrivant dans une dynamique de croissance et de diversification, TOHTEM recrute des hommes et des femmes prêts à relever des nouveaux défis dans le respect de nos valeurs.";2001;;20 - 99;Cergy, Île-de-France;ESN;https://www.tohtem.fr;;;;
TECHNODYM;"Technodym, une société de placement et de recrutement d'informaticiens de toutes les spécialités .

Nouvelles technologies: Java, j2EE, .Net, C#.php, Drupal, Angular, React JS, Node JS…
Systèmes et Réseaux : Linux, Unix, Windows, Mc…, LAN, Wan, Man, Vlan, Cisco, Wifi, 4G, 5G…

- Sécurité réseaux : Fortinet, fortiget,Checkpoint, F5, Big IP…….

- Décisionnel BI : Business Object, Datastage, Microstrategy, Qlikview, Qliksens, Cognos, Talend…

-Big data :Hadoop pig, Hive, Mapreduce, Storm, Cassandra, MongoDB…..

- Management et direction de projet : ITIL, Agile,Cycle V, Prince,PMP…..

-Bases de Données : Oracle, MySQL, Sql Serveur, Postgresql, Ingres, SAP HANA, Maria DB…

-Mainframe et Systèmes embarqués : IBM Z/os, Cobol, Pacbase, MVS, DB2….

- Devops : Jira, Ansible, Puppet, Docker, Kubernetes, Openshift……


Notre équipe commerciale qualifiée et motivée vous accompagnera tout au long du processus.";;;< 20;Paris, France;Cabinet de recrutement / placement;https://technodym.fr/;;;;
ELBION;"Elbion est un acteur spécialisé dans le marché ERP spécialement SAP et BI

ELBION existe depuis 2015, notre mission consiste à accompagner nos clients pour mettre en place des solutions SAP et des solutions de pilotage capables de faire face aux défis d’aujourd’hui et demain, des solutions qui permettent à nos clients de gagner du temps et d'augmenter leurs performances.";;;< 20;Bois-Colombes, Île-de-France;ESN;https://www.elbion.fr;;;;BI, Big Data, SAP
Groupe Altelios Technology;"Depuis 15 ans, le Groupe Altelios Technology apporte son savoir-faire dans le conseil en technologie et les systèmes d’information avec près de 200 experts répartis en France et à l’international.

Il intervient à tous les niveaux de projets, aussi bien dans les phases d’analyse, de conception et d’organisation que dans le développement en maîtrise d’œuvre, le conseil ou l’assistance à maîtrise d’ouvrage.";2005;;100 - 249;Boulogne-Billancourt, Île-de-France;ESN;https://www.alteliostechnologygroup.com/;;;;
Altansia;"ALTANSIA, est un cabinet de conseil en innovation spécialisé sur les technologies de convergence Web, Business Intelligence et Big DATA.
Les valeurs d’ALTANSIA s’appuient sur le savoir – faire et l’expérience de ses dirigeants de plus de 20 ans dans les nouvelles technologies, le capital humain et la responsabilité de l’entreprise.
Notre ambition est de concevoir et de mettre en œuvre des solutions innovantes, durables et profitables pour nos clients en s’appuyant sur les nouvelles technologies des Big DATA, du Web et de la Business Intelligence. 
Nous appliquons les meilleures pratiques et méthodologies pour garantir le succès et la réussite des projets de nos clients.";2011;;20 - 99;Paris, France;ESN;https://www.altansia.fr;;;;
CONCRETIO SERVICES;"Nous sommes une agence de placement de freelance de nouvelle génération spécialisée dans les métiers de l'IT et du digital.
Nous vous trouvons les meilleurs freelance en 72 heures maximum dans les 6 domaines de compétences suivants :
=> le développement et les applicatifs / la sécurité et l'architecture / le webdesign / les ERP - la BI - la Big Data / l'infrastructure et le cloud / les logiciels embarqués

Domaines de spécialité :
1) le développement et les applicatifs (PHP, Java, JavaScript, Python, Symfony, Zend, Angular, React, Node JS, Laravel, IOS, Android…)
2) la sécurité et l'architecture (Audit, SOC, WAF, Test intrusion, Pentests, scans de vulnérabilités, Systèmes Windows, Unix, Linux…)
3) le webdesign (UI/UX Designer, Infographiste 2D/3D, Artiste/Animateur 3D, Moteur Unreal, Moteur Unity, Motion Designer...)
4) les ERP, la BI et le Bigdata (SAP, (BI 4, BI 7, Hana, Simple Finance, Simple Logistics…), Microsoft BI, OBIEE, Hyperion…)
5) l'infrastructure et la cloud (Paas, Iaas, Saas, Google Cloud, AWS, Alibaba Cloud, Microsoft Azure, Cloud Privé/Hybride…)
6) l'ingénierie et logiciels embarqués (Microtechnique, Microélectronique, Systèmes embarqués, Couches basses, Ingénieur sureté de fonctionnement...)";2015;;250 - 999;Paris, France;Cabinet de recrutement / placement;https://wearefreelance.fr;;;;
Cyborg Intelligence;"Cyborg Intelligence SA est une société franco-suisse basée à Paris centre et à Genève-Aéroport.

Créée en 2018, nous sommes spécialistes en placement IT, en formation et en développement des compétences.
New tech dans l'âme, nous restons ouvert aux technologies naissantes et en croissance.

Acteur engagé dans la diversité culturelle et dans l'égalité au travail, notre ouverture à des placements à l'échelle européenne et mondial semble être un atout pour nos candidats.

Au plaisir d'échanger de vive voix
Bonne journée";2018;;< 20;Paris, France;Sourcing / chasseur de têtes;https://www.cyborg-intelligence.fr;;;;
LAYER DATA CONSULTING;"Layer Data Consulting (LDC), société de conseil spécialisée dans la Data. Notre société vous permet d'Organiser, de valoriser et de gouverner vos données.

Nous sommes spécialisés dans la conception et l'implémentation de solution logicielles telles que:

- Les Data Catalogues
- Master Data Management
- Intégration de données (Migrations et RUN)

Nos experts sont des gens passionnés et compétents sur les problématiques techniques et de management de la Data.";2020;;< 20;Villecresnes, Île-de-France;ESN;https://www.layer-data.com;;;;
Trust IT;"TRUST'IT ?
C'est tout simple, c'est une jeune société de services et d'ingénierie informatique (SSII) à forte valeur humaine, créée par Ali Sidhoum, votre confiance manager.

Le savoir-faire de TRUST'IT est fondé sur une EXPERTISE RECONNUE par ses clients mais aussi, et surtout, le SAVOIR-ÊTRE de ses consultants.

Notre équipe  accompagne les projets informatiques complexes et stratégiques des PME et Grandes Entreprises dans le secteur de l'assurance, la banque, l'industrie et la télécommunication.

Nous proposons des solutions en matière de sourcing informatique sous forme d'interventions adaptées aux besoins spécifiques de votre entreprise.

Chez TRUST'IT, la confiance n'est pas juste un mot, mais le carburant qui anime notre quotidien.";2015;;20 - 99;Paris, France;ESN;https://www.trust-it.fr;;;;
GRAMATOM;"Gramatom est une agence de recrutement spécialisée dans le placement des ingénieurs IT pour ses clients en Europe (France, Belgique, UK, Luxembourg) et aux USA. 
Parce que la recherche d’un collaborateur talentueux IT est un véritable challenge pour toute entreprise  qui vise l’excellence à tous les niveaux ; Gagnez du temps et optimisez vos coûts en confiant vos besoins à Gramatom l’expert du recrutement pour vos profils  IT permanents et temporaires. 

Nos Points Forts :
-Une assistance en permanence en matière d’écoute et de conseil pour nos clients et nos collaborateurs : nous visons avant tout une relation humaine
-Nous sommes dotés d’une expérience et d’une expertise reconnues
-Meilleure offre financière sur le marché

Notre devise : Définir des objectifs clairs et s’entourer des Meilleurs !
Hormis la relation humaine que nous avons bâtie avec nos acteurs, une voie infinie d’innovation, d’efficacité et de montée en compétences a été toujours assurée avec tous nos partenaires et collaborateurs.
Laissez-vous enchanter par Gramatom";;;20 - 99;Paris, France;ESN;https://www.gramatom.com/;;;;
Esmoz;"Esmoz est une société spécialisée en transformation Data et Innovation.
We drive #innovation toward a better #world.

L'IT et l'innovation ont un impact conséquent sur notre façon de vivre et de travailler. Nous croyons que nous pouvons atteindre des sommets en mettant l’Homme au coeur de cette transformation: sur l'économie, notre planète et notre vie quotidienne.

Depuis 2019, nous avons constitué une communauté de talents pour accompagner nos clients. Depuis l'idéation jusqu'à l'exécution, nous vous accompagnons sur l'ensemble de la chaîne de valeur Data pour avoir un impact opérationnel sur votre business.

Comment? A travers des ateliers et conférences sur-mesure pour vous aider à comprendre la valeur de vos données; en faisant intervenir nos talents pour renforcer vos équipes et en constituant des équipes autonomes pour répondre aux problématiques de vos projets.

Nos expertises?
Data Strategy & Governance
Cloud, Big Data & DevOps
Data Visualization
Data Engineering & Data Science 

Rejoindre Esmoz, c'est aussi rejoindre une communauté de passionnés, optimistes et humains. Entrepreneuriat, passion et résilience sont les valeurs qui nous animent. Nous avons hâte de vous rencontrer, rejoignez l'équipe!
 
Vous avez un projet? Contactez-nous: hello@esmoz.fr
Vous êtes passionnés de Data & Innovation? Rejoignez-nous: joinus@esmoz.fr";2019;;< 20;Levallois-Perret, Île-de-France;Cabinet de conseil;https://www.esmoz.fr;;;;
CHARLI GROUP;"CharliGroup est né en Octobre 2019, de l’association de 2 expertes dans leur
domaine ayant la volonté de créer une Start-up qui leur ressemble et leur permettre
de relever les défis de demain avec des règles nouvelles, en harmonie avec leurs
valeurs et expertises.
CharliGroup est une société de conseil en expertise technique et management de
projet autour de trois filiales :
CharliGroup
C H A R L I
N E T W O R K S & S E C U R I T Y
C H A R L I
S Y S T E M S & C L O U D
C H A R L I
S A P & B I";2020;;< 20;Clichy-la-Garenne, Île-de-France;ESN;https://www.charligroup.com;;;;
IT-Free;"IT  FREE  EST  LE  1ER  VRAI  CABINET  DE  CHASSE  SPÉCIALISÉ  FREELANCES  IT,  FIABLE,  SÉRIEUX, EFFICACE, AU  MODÈLE  ÉCONOMIQUE  UNIQUE  ET DÉDIÉ  AUX  SPÉCIALISTES  DE  L’ IT ET DE LA TRANSFORMATION DIGITALE.

En difficulté pour staffer une mission ?
En recherche de bons consultants ?
Besoin d'agir vite ?

IT FREE vous accompagne dans vos recherches les plus urgentes et délicates. Contactez-nous !!";2020;;< 20;Paris, France;Cabinet de recrutement / placement;https://www.it-free.fr/;;;https://www.linkedin.com/company/it-free;
CYMALIA;Créé en 2014, CYMALIA est un cabinet de conseil qui regroupe une communauté d'experts en transformation digitale, agilité et innovation. Nous accompagnons nos clients sur des sujets stratégiques de transformation business, technologique et humaine en recherchant l'adéquation entre leur besoins et nos expertises.;2014;;< 20;Ferrières-en-Brie, Île-de-France;Start-up;https://www.cymalia.fr;;;;
texa SERVICES;"STELLIANT (CA 260 M€), compte plus de 2500 collaborateurs répartis au sein de plusieurs agences ou filiales couvrant le territoire national et international.

Le groupe est leader dans l'expertise et les services autour de l'assurance et est structuré autour de 6 activités : expertise dommages et risques d'entreprise et spécialités, expertise construction, gestion de sinistres, réparation en nature et recherche de fuites et décontamination.

Notre politique de recrutement est engagée en faveur de l'intégration des travailleurs en situation de handicap.";;;> 1 000;Colombes, Île-de-France;DSI / Client final;https://stelliant.eu/;;;;
RMS;"Entreprise de services du numérique à taille humaine, créée en 2006, nous connaissons une croissance continue depuis de nombreuses années. Nous disposons d’agence physique à Courcouronnes mais répondons également aux sollicitations de nos clients pour leurs projets en Province.

Notre ambition est double : 

•	La satisfaction et l’établissement d’une relation de confiance avec nos clients :

Nous mettons un point d’honneur à satisfaire nos clients dans l’accompagnement de leur transformation numérique et le développement de leurs innovations, en mettant à leur disposition des collaborateurs sélectionnés pour leurs compétences et motivations.
Notre équipe recrutement est experte du sourcing et de la sélection de profils dans les fonctions support, intégration, ingénierie, production et gouvernance de projet afin d’intervenir sur l’ensemble des besoins informatiques de nos clients.
Nous sommes attentifs à vous tenir régulièrement informé de l’état d’avancement du recrutement des besoins confiés.

•	L’épanouissement professionnel et le suivi de nos collaborateurs

Le président de l’entreprise, Christian PADILLA, lui-même en prestation pour nos clients, privilégie un équilibre vie privée-vie professionnelle pour l’ensemble de ses collaborateurs.
Pour lui, comme pour l’ensemble des salariés de RMS, un collaborateur satisfait est un collaborateur performant qui avance et fait avancer sa société dans un cercle vertueux.";2006;;20 - 99;Évry-Courcouronnes, France;ESN;https://www.reflexe-ms.fr;;;;
Hexateam;"Hexateam est un acteur indépendant du conseil et des services en technologies de l'information, spécialisé en e-business, Customer Relationship Management et Business Intelligence. 

Notre mission est d'accompagner nos clients à mettre en oeuvre leur stratégie concurrentielle en optimisant leurs organisations et processus métiers et en adaptant leurs systèmes d'information.

Flexibles, capables de nous adapter rapidement aux contextes de nos clients et aux contraintes des projets, nous nous efforçons d'apporter des réponses adéquates à des besoins sans cesse en évolution.";;;20 - 99;Paris, France;Cabinet de conseil;https://www.hexateam.fr;;;;
AGSI / Ctrl-F;Ctrl-F est la fonction de recherche des profils IT. Ctrl-F présélectionne, pour ses clients, les meilleurs profils IT de la base de données TurnOver IT, base de données propriétaire, rassemblant plus de 70 000 profils qualifiés, et mis à jour régulièrement.;2004;;< 20;Paris, France;Start-up;https://www.turnover-it.com/;;;;
BI SOLUTIONS;BI SOLUTIONS est une SSII spécialisée dans les nouvelles technologies. Nous accompagnons nos clients dans leurs projets et mettons à leur disposition notre savoir-faire.;2016;;< 20;Paris, France;ESN;https://www.bisolutions.fr;;;;
F8 Conseil;"F8 Conseil est un cabinet de conseil spécialisé dans les domaines du pilotage et de la production IT.

F8 assiste ses clients dans les processus ITIL, mais aussi les outils de production (ITSM, CMDB, supervision, sauvegarde...) garantissant l’alignement des opérations aux bonnes pratiques.

Fort de son expérience de pilotage de centre de services, F8 propose aussi du management de transition et des services d’infrastructures.";2017;;< 20;Rosny-sous-Bois, Île-de-France;Cabinet de conseil;https://www.f8conseil.com;;;https://www.linkedin.com/company/f8-conseil/;
